,P/E,EPS (ttm),Insider Own,Shs Outstand,Perf Week,Market Cap,Forward P/E,EPS next Y,Insider Trans,Shs Float,Perf Month,Income,PEG,EPS next Q,Inst Own,Short Float,Perf Quarter,Sales,P/S,EPS this Y,Inst Trans,Short Ratio,Perf Half Y,Book/sh,P/B,EPS next Y.1,ROA,Target Price,Perf Year,Cash/sh,P/C,EPS next 5Y,ROE,Perf YTD,Dividend,P/FCF,EPS past 5Y,ROI,52W High,Beta,Dividend %,Quick Ratio,Sales past 5Y,Gross Margin,52W Low,ATR,Employees,Current Ratio,Sales Q/Q,Oper. Margin,RSI (14),Optionable,Debt/Eq,EPS Q/Q,Profit Margin,Rel Volume,Prev Close,Shortable,LT Debt/Eq,Earnings,Payout,Avg Volume,Price,Recom,SMA20,SMA50,SMA200,Volume,Change,avg_daily_high_range,avg_daily_low_range,Earnings_BMO,Earnings_AMC,DJIA
TMO,32.44,6.84,0.001,416710000.0,0.003,92410000000.0,18.07,12.27,-0.3543,401840000.0,-0.1199,2770000000.0,2.67,3.19,0.904,0.0092,-0.1035,23900000000.0,3.87,0.198,0.0027,1.95,0.0695,66.89,3.32,0.11019999999999999,0.046,266.07,0.1284,2.67,83.1,0.1215,0.098,-0.0091,0.68,25.24,0.122,0.064,-0.1266,1.09,0.0031,1.3,0.10800000000000001,0.444,0.1401,7.64,70000,1.8,0.157,0.15,45.18,1,0.7,0.307,0.107,1.48,212.17,1,0.66,2019-01-23,0.1,1910000.0,221.76,1.8,-0.0277,-0.0493,-0.013500000000000002,2829545.0,0.0452,0.031,0.0329,1,0,0
TPR,14.07,2.44,0.003,294370000.0,0.0034999999999999996,10090000000.0,11.06,3.1,,289300000.0,-0.1333,704800000.0,1.43,1.12,0.915,0.0148,-0.3165,5970000000.0,1.69,-0.064,-0.0113,1.08,-0.25920000000000004,11.46,2.99,0.1092,0.078,53.45,-0.243,3.61,9.49,0.09820000000000001,0.17,0.0154,1.35,27.09,-0.115,0.132,-0.3825,0.79,0.0394,1.8,0.03,0.674,0.0699,1.35,20800,2.7,0.07200000000000001,0.142,42.67,1,0.48,7.7010000000000005,0.09,1.08,33.02,1,0.48,2019-01-29,0.721,3950000.0,34.27,2.1,-0.01,-0.1041,-0.2539,4258075.0,0.0379,0.0358,0.038599999999999995,1,0,0
TRIP,79.76,0.68,0.005,139990000.0,-0.0037,7550000000.0,28.68,1.88,-0.0239,106020000.0,-0.16519999999999999,95000000.0,5.31,0.3,,0.1201,0.0437,1590000000.0,4.75,-0.528,0.0075,5.22,-0.0525,10.48,5.15,0.1013,0.01,58.08,0.5418999999999999,4.74,11.39,0.1503,0.016,-0.0004,,22.67,-0.225,0.043,-0.2186,1.5,,2.0,0.153,0.948,0.5821999999999999,2.35,3281,2.0,0.043,0.107,44.46,1,0.0,1.7380000000000002,0.013999999999999999,1.31,51.04,1,0.0,2019-02-06,0.0,2440000.0,53.92,3.2,-0.0608,-0.061799999999999994,0.0346,3204738.0,0.0564,0.044000000000000004,0.0415,0,1,0
TROW,12.26,7.5,0.018000000000000002,245840000.0,0.0073,22610000000.0,12.47,7.37,-0.0116,234370000.0,-0.07629999999999999,1860000000.0,1.03,1.79,0.74,0.026099999999999998,-0.1771,5350000000.0,4.22,0.318,0.0012,3.49,-0.2036,26.61,3.46,-0.034300000000000004,0.22899999999999998,105.54,-0.1197,8.5,10.82,0.1191,0.295,-0.0037,2.8,43.49,0.132,0.21600000000000003,-0.2782,1.16,0.0304,,0.092,,0.0874,2.88,6946,,0.142,0.439,49.82,1,0.0,0.47100000000000003,0.33399999999999996,1.04,88.81,1,0.0,2019-01-24,0.345,1750000.0,91.98,2.6,0.0098,-0.025699999999999997,-0.15990000000000001,1823811.0,0.035699999999999996,0.025,0.0326,1,0,0
TRV,12.6,9.42,0.001,272950000.0,0.0001,32390000000.0,10.5,11.3,-0.0665,263630000.0,-0.08779999999999999,2560000000.0,0.64,2.72,0.8190000000000001,0.0147,-0.08380000000000001,29940000000.0,1.08,-0.242,0.0002,2.09,-0.032,84.4,1.41,0.1812,0.023,136.06,-0.1036,1.32,90.23,0.19699999999999998,0.106,-0.0089,3.08,11.16,0.043,0.084,-0.21170000000000003,1.13,0.026000000000000002,,0.024,,0.0684,3.05,30800,,0.054000000000000006,0.115,46.23,1,0.29,1.493,0.081,0.97,115.26,1,0.27,2019-01-17,0.324,1850000.0,118.68,2.8,-0.0087,-0.0435,-0.07780000000000001,1793890.0,0.0297,0.0179,0.0259,1,0,1
TSCO,19.99,4.12,0.002,124580000.0,-0.016,10260000000.0,17.51,4.7,-0.5242,121420000.0,-0.14,510100000.0,1.38,1.08,0.87,0.0206,-0.0733,7730000000.0,1.33,0.021,0.0070999999999999995,1.64,0.0682,12.27,6.71,0.0986,0.163,97.36,0.0799,0.57,143.87,0.145,0.359,-0.0132,1.24,49.13,0.11900000000000001,0.235,-0.1568,1.21,0.0151,0.2,0.092,0.34299999999999997,0.4131,2.85,14000,2.0,0.09300000000000001,0.091,39.3,1,0.41,0.314,0.065,1.31,80.68,1,0.39,2019-01-24,0.28300000000000003,1520000.0,82.34,2.3,-0.0453,-0.08439999999999999,0.029900000000000003,1998183.0,0.0206,0.0271,0.035699999999999996,1,0,0
TSN,10.5,5.25,0.011000000000000001,372160000.0,0.0509,20530000000.0,8.87,6.22,0.0016,288820000.0,-0.0848,2009999999.9999998,3.28,1.57,0.883,0.0147,-0.06709999999999999,40050000000.0,0.51,0.142,-0.0217,1.5,-0.18030000000000002,35.37,1.56,0.0471,0.106,69.6,-0.308,0.73,76.03,0.032,0.245,0.033,1.5,15.41,0.188,0.10300000000000001,-0.33149999999999996,0.33,0.027200000000000002,0.4,0.031,0.128,0.10830000000000001,1.6,121000,1.1,-0.013999999999999999,0.076,50.05,1,0.77,0.363,0.076,1.95,54.49,1,0.62,2019-02-12,0.145,2830000.0,55.16,2.4,0.018600000000000002,-0.046900000000000004,-0.1371,5523946.0,0.0123,0.023700000000000002,0.0315,1,0,0
TSS,27.28,2.97,0.002,186150000.0,0.004699999999999999,15080000000.0,16.55,4.9,-0.0518,179230000.0,-0.0947,545800000.0,1.71,1.07,0.799,0.0118,-0.1819,4280000000.0000005,3.52,0.401,0.0042,1.41,-0.0529,14.48,5.59,0.0975,0.081,106.35,0.0281,2.6,31.11,0.1595,0.23800000000000002,-0.0037,0.52,18.16,0.136,0.098,-0.1932,1.15,0.0064,2.5,0.22399999999999998,0.348,0.0716,2.59,11000,2.6,-0.18600000000000003,0.187,45.75,1,1.48,0.281,0.136,1.06,77.85,1,1.47,2019-01-22,0.163,1490000.0,80.99,2.1,-0.0124,-0.0611,-0.09359999999999999,1583222.0,0.0403,0.027200000000000002,0.031200000000000002,0,1,0
TTWO,52.83,1.93,0.004,116880000.0,-0.04190000000000001,11890000000.0,19.92,5.11,0.0246,112570000.0,-0.017,224900000.0,1.52,2.73,0.941,0.0487,-0.2528,1810000000.0,6.56,1.296,-0.0195,1.97,-0.1583,17.1,5.95,0.027999999999999997,0.059000000000000004,142.9,-0.107,8.77,11.59,0.34850000000000003,0.127,-0.012,,213.79,0.455,0.12300000000000001,-0.2731,1.04,,1.4,0.081,0.546,0.0958,4.68,4492,1.5,-0.428,0.107,42.02,1,0.0,-0.564,0.11800000000000001,1.3,99.15,1,0.0,2019-02-06,0.0,2780000.0,101.7,1.8,-0.016,-0.0783,-0.1259,3605004.0,0.025699999999999997,0.042,0.045599999999999995,0,1,0
TWTR,16.41,1.83,0.005,786000000.0,0.0443,23540000000.0,33.54,0.89,-0.7434999999999999,714110000.0,-0.11019999999999999,1390000000.0,0.38,0.25,0.662,0.06269999999999999,0.032400000000000005,2870000000.0,8.22,1.514,0.0005,1.76,-0.3353,8.53,3.51,0.1176,0.124,34.95,0.2249,7.58,3.95,0.433,0.187,0.0421,,31.27,0.319,0.046,-0.37329999999999997,0.33,,4.6,0.505,0.6809999999999999,0.3589,1.75,3372,4.6,0.28600000000000003,0.12300000000000001,45.65,1,0.42,,0.363,0.91,27.99,1,0.27,2019-01-24,0.0,25430000.0,29.95,2.8,-0.0472,-0.0667,-0.11289999999999999,23264042.0,0.07,0.044500000000000005,0.0579,1,0,0
TXN,19.87,4.68,0.001,989100000.0,-0.0097,91890000000.0,16.8,5.53,-0.029900000000000003,958290000.0,-0.0817,4660000000.0,1.51,1.24,0.8740000000000001,0.0168,-0.1412,15820000000.0,5.81,0.053,-0.0054,1.98,-0.16690000000000002,10.85,8.56,-0.0072,0.257,110.59,-0.1432,5.17,17.97,0.1313,0.441,-0.0169,3.08,26.22,0.19399999999999998,0.26,-0.2306,1.18,0.0332,3.1,0.031,0.652,0.0593,3.25,29714,4.0,0.035,0.42700000000000005,48.84,1,0.48,0.24600000000000002,0.294,0.92,88.88,1,0.41,2019-01-22,0.521,8150000.0,92.9,2.4,-0.0031,-0.0204,-0.1174,7518080.0,0.0452,0.0329,0.0349,0,1,0
TXT,10.53,4.45,0.003,250390000.0,0.021400000000000002,11740000000.0,13.25,3.54,-0.1516,242480000.0,-0.1736,1140000000.0,0.61,0.97,0.845,0.0226,-0.34630000000000005,14240000000.0,0.82,-0.312,-0.0091,2.44,-0.2902,22.52,2.08,0.1139,0.057999999999999996,69.64,-0.1865,5.16,9.08,0.17300000000000001,0.156,0.0194,0.08,13.22,0.015,0.078,-0.3567,1.58,0.0017000000000000001,0.9,0.03,0.16899999999999998,0.0834,1.65,37000,2.1,-0.08199999999999999,0.105,41.44,1,0.7,2.7910000000000004,0.061,1.06,44.92,1,0.7,2019-01-24,0.023,2250000.0,46.88,1.9,-0.0282,-0.1063,-0.2514,2377098.0,0.0436,0.0254,0.0359,1,0,0
UA,,-0.31,0.154,,0.0215,,47.43,0.35,,376570000.0,-0.2632,,,0.06,0.6738,0.035699999999999996,-0.11939999999999999,5160000000.0,,0.158,,3.99,-0.2,4.47,3.71,0.591,,15.5,0.1528,,,0.05,,0.026600000000000002,,,,,-0.2869,,,,,,0.4549,0.91,6900,,0.024,,39.03,1,,0.38799999999999996,,0.53,15.96,1,,2019-01-29,,3370000.0,16.6,3.0,-0.0722,-0.13449999999999998,-0.10039999999999999,1770506.0,0.0401,0.0375,0.0535,1,0,0
UAA,,-0.2,0.0034000000000000002,433040000.0,0.0123,7850000000.0,54.44,0.33,0.0,378480000.0,-0.2443,-99600000.0,,0.04,0.941,0.09699999999999999,-0.11689999999999999,5170000000.0,1.52,-1.048,0.0171,6.16,-0.17850000000000002,2.24,8.09,0.5275,-0.033,20.96,0.1533,0.39,46.54,0.4042,-0.07,0.026000000000000002,,20.98,-0.153,0.01,-0.2736,0.24,,1.1,0.221,0.446,0.45039999999999997,0.98,6900,2.0,0.024,-0.01,39.53,1,0.4,0.374,-0.027000000000000003,0.62,17.38,1,0.35,2019-01-29,,5960000.0,18.13,3.1,-0.06,-0.1277,-0.1011,3708300.0,0.0432,0.0387,0.053399999999999996,1,0,0
UAL,11.2,7.38,0.001,280560000.0,-0.0043,23200000000.0,7.9,10.47,0.191,271520000.0,-0.1429,2060000000.0,0.6,1.92,0.996,0.0654,-0.053899999999999997,40250000000.0,0.58,-0.13699999999999998,0.008100000000000001,4.46,0.16579999999999998,34.76,2.38,0.2078,0.051,104.71,0.2072,17.59,4.7,0.187,0.256,-0.0125,,10.95,0.376,0.105,-0.155,0.85,,0.6,0.003,0.5660000000000001,0.368,3.28,90900,0.6,0.11199999999999999,0.084,42.82,1,1.52,0.424,0.055999999999999994,0.94,80.0,1,1.41,2019-01-22,0.0,3980000.0,82.68,2.2,-0.0375,-0.0676,0.0405,3750074.0,0.0335,0.0366,0.0382,0,1,0
UDR,140.58,0.27,0.01,290870000.0,-0.0253,11200000000.0,100.57,0.38,-0.061200000000000004,272000000.0,-0.1008,73700000.0,,0.09,0.9790000000000001,0.0192,-0.0302,1030000000.0,10.86,-0.067,0.0199,2.61,0.0242,9.51,4.05,-0.262,0.024,42.68,0.004699999999999999,0.0,10185.74,,0.069,-0.0278,1.29,57.02,0.248,0.027999999999999997,-0.1038,0.4,0.0335,,0.068,0.684,0.17149999999999999,1.0,1502,,0.06,0.19899999999999998,37.82,1,1.5,0.157,0.18100000000000002,1.1,38.58,1,1.5,2019-01-28,1.815,2000000.0,38.52,2.7,-0.055099999999999996,-0.0521,0.0046,2207892.0,-0.0016,0.0219,0.026699999999999998,0,1,0
UHS,13.8,8.59,0.001,93430000.0,0.0159,11080000000.0,11.81,10.04,0.0,83110000.0,-0.13449999999999998,810300000.0,1.23,2.34,,0.0438,-0.0513,10660000000.0,1.04,0.05,0.0163,4.27,0.0645,57.77,2.05,0.058600000000000006,0.076,138.71,0.045599999999999995,0.9,132.34,0.1121,0.161,0.0172,0.4,9.13,0.106,0.098,-0.1509,0.97,0.0034000000000000002,1.0,0.084,,0.0915,3.75,76600,1.1,0.042,0.11800000000000001,44.62,1,0.75,0.251,0.079,1.14,115.98,1,0.69,2019-01-24,0.045,853560.0,118.56,2.2,-0.0246,-0.0552,-0.0264,969247.0,0.0222,0.022000000000000002,0.0332,0,1,0
ULTA,22.45,11.36,0.006999999999999999,59680000.0,0.0527,15220000000.0,20.0,12.75,-0.1503,56210000.0,-0.1679,690300000.0,1.16,3.56,0.9390000000000001,0.0509,-0.0855,6530000000.0,2.33,0.469,-0.014199999999999999,2.61,0.0722,30.74,8.3,0.1711,0.21100000000000002,318.95,0.0404,4.97,51.26,0.1935,0.36200000000000004,0.0416,,24.04,0.29,0.33399999999999996,-0.20920000000000002,1.03,,0.6,0.215,0.35600000000000004,0.33039999999999997,10.52,13700,2.1,0.162,0.127,50.08,1,0.0,0.28600000000000003,0.1,0.79,243.36,1,0.0,2019-12-06,0.0,1100000.0,255.03,2.0,0.027000000000000003,-0.0736,-0.0016,862790.0,0.048,0.0362,0.042800000000000005,0,1,0
UNH,20.78,11.53,0.006,984340000.0,-0.0258,235870000000.0,16.39,14.62,-0.0217,954910000.0,-0.1631,11360000000.0,1.32,3.21,0.885,0.0060999999999999995,-0.1155,219890000000.0,1.07,0.311,-0.0004,1.46,-0.0434,51.99,4.61,0.1416,0.084,309.82,0.0722,10.43,22.98,0.158,0.26,-0.0381,3.6,43.5,0.125,0.136,-0.1678,0.92,0.015,,0.127,,0.1494,7.78,260000,,0.124,0.077,37.97,1,0.67,0.29100000000000004,0.057,1.34,236.85,1,0.64,2019-01-15,0.253,4000000.0,239.62,1.6,-0.061500000000000006,-0.087,-0.0533,5354699.0,0.011699999999999999,0.0209,0.0304,1,0,1
UNM,13.82,2.27,0.0044,225900000.0,0.07919999999999999,7080000000.0,5.7,5.5,-0.0076,217800000.0,-0.1251,509700000.0,1.37,1.31,0.961,0.0235,-0.207,11570000000.0,0.61,0.073,-0.0118,1.96,-0.1702,38.91,0.81,0.052300000000000006,0.009000000000000001,41.54,-0.4329,0.95,33.05,0.1008,0.057999999999999996,0.0667,1.04,6.95,0.059000000000000004,0.09,-0.4664,1.39,0.0332,,0.013999999999999999,,0.1709,1.18,9400,,0.039,0.07200000000000001,51.26,1,0.35,-2.165,0.047,0.83,29.88,1,0.35,2019-01-23,0.39299999999999996,2610000.0,31.34,2.9,0.0499,-0.071,-0.183,2169682.0,0.0489,0.031,0.0407,0,1,0
UNP,18.12,7.61,0.001,761670000.0,0.004699999999999999,104950000000.0,15.37,8.96,-0.036000000000000004,733640000.0,-0.1231,5830000000.0,0.99,2.04,0.823,0.013999999999999999,-0.155,22530000000.0,4.66,0.19399999999999998,-0.0163,2.17,-0.031400000000000004,28.0,4.92,0.14279999999999998,0.2,167.76,0.0092,2.49,55.24,0.1827,0.521,-0.0032,3.2,39.15,0.079,0.128,-0.1681,0.98,0.0232,0.9,0.003,0.7829999999999999,0.1367,4.52,42057,1.1,0.096,0.376,45.63,1,1.09,0.436,0.519,1.17,132.68,1,1.01,2019-01-24,0.18100000000000002,4750000.0,137.79,2.4,-0.0207,-0.049400000000000006,-0.0524,5553389.0,0.0385,0.025,0.0321,1,0,0
UPS,16.41,5.96,,893730000.0,-0.0004,87350000000.0,12.53,7.8,,689700000.0,-0.1521,5180000000.0,1.42,1.91,0.6890000000000001,0.015,-0.17010000000000003,70840000000.0,1.23,0.374,0.0014000000000000002,3.04,-0.08039999999999999,3.58,27.3,0.0803,0.12,122.52,-0.2268,5.42,18.04,0.1159,2.804,0.0022,3.64,,0.449,0.19899999999999998,-0.2788,1.21,0.037200000000000004,1.1,0.04,0.769,0.0873,3.23,454000,1.1,0.079,0.092,45.8,1,7.52,0.203,0.077,0.94,94.45,1,6.49,2019-01-23,0.5670000000000001,3420000.0,97.74,2.6,-0.0101,-0.0726,-0.12960000000000002,3223731.0,0.0348,0.0208,0.0351,1,0,0
URBN,12.79,2.52,0.3635,108150000.0,-0.0401,3490000000.0,11.02,2.93,-0.0009,68510000.0,-0.17859999999999998,277600000.0,0.81,0.81,0.8590000000000001,0.1697,-0.20489999999999997,3910000000.0,0.89,-0.172,0.048799999999999996,4.72,-0.2944,13.43,2.4,0.0721,0.102,45.76,-0.09369999999999999,5.24,6.17,0.157,0.153,-0.0274,,11.91,-0.01,0.132,-0.385,0.73,,1.8,0.053,0.336,0.0349,1.44,9660,2.7,0.09,0.092,35.54,1,0.0,0.7170000000000001,0.054000000000000006,1.34,32.54,1,0.0,2019-11-19,0.0,2460000.0,32.29,2.6,-0.0556,-0.12210000000000001,-0.2145,3294424.0,-0.0077,0.0359,0.0453,0,1,0
URI,9.35,11.78,0.004,84160000.0,0.051,9270000000.0,5.73,19.22,-0.09119999999999999,80760000.0,-0.0766,994000000.0,0.36,4.87,0.907,0.032400000000000005,-0.3347,7660000000.0,1.21,0.191,-0.013999999999999999,1.17,-0.2584,40.49,2.72,0.1748,0.11,157.23,-0.3714,0.77,142.59,0.2613,0.532,0.0741,,3.83,0.5760000000000001,0.08900000000000001,-0.4226,2.23,,0.8,0.1,0.41700000000000004,0.1681,5.92,14800,0.8,0.198,0.24100000000000002,53.32,1,3.02,0.722,0.22,1.07,101.98,1,2.75,2019-01-23,0.0,2230000.0,110.13,2.0,0.0646,-0.0166,-0.2529,2394588.0,0.0799,0.0542,0.0579,0,1,0
USB,13.52,3.47,0.001,1650000000.0,0.0258,77150000000.0,10.74,4.36,-0.1653,1610000000.0,-0.1392,5710000000.0,1.98,1.06,0.775,0.0097,-0.1235,15600000000.0,4.94,-0.083,0.002,1.73,-0.0621,27.25,1.72,0.0632,0.013999999999999999,57.13,-0.1417,12.19,3.84,0.0681,0.15,0.024700000000000003,1.48,13.41,0.009000000000000001,0.114,-0.19949999999999998,1.04,0.0316,,0.022000000000000002,,0.0855,1.26,72402,,0.113,0.732,42.63,1,0.92,0.198,0.424,0.82,45.7,1,0.92,2019-01-16,0.298,9010000.0,46.83,2.6,-0.019299999999999998,-0.0803,-0.09300000000000001,7376955.0,0.024700000000000003,0.020499999999999997,0.0288,1,0,0
UTX,14.96,7.15,0.0009,898240000.0,0.011899999999999999,96130000000.0,13.78,7.77,-0.023399999999999997,862530000.0,-0.1341,5720000000.0,1.74,1.53,0.7829999999999999,0.013999999999999999,-0.24109999999999998,64140000000.0,1.5,0.07,0.0037,2.02,-0.1435,40.57,2.64,0.08109999999999999,0.048,146.13,-0.177,15.36,6.97,0.086,0.161,0.0051,2.94,22.32,0.042,0.114,-0.2576,1.04,0.0275,1.2,0.006999999999999999,0.254,0.06509999999999999,3.85,205000,1.5,0.096,0.134,38.06,1,1.24,-0.07,0.078,1.04,103.48,1,1.19,2019-01-22,0.444,5970000.0,107.02,2.1,-0.0512,-0.1152,-0.1586,6189082.0,0.0342,0.030899999999999997,0.0321,1,0,1
V,33.9,3.94,0.001,2250000000.0,0.0124,300720000000.0,21.55,6.2,-0.0636,1740000000.0,-0.0783,8810000000.0,1.88,1.25,0.951,0.017,-0.1052,20610000000.0,14.59,0.40700000000000003,-0.0048,2.63,0.0027,12.85,10.4,0.16510000000000002,0.145,163.56,0.15560000000000002,5.2,25.68,0.17989999999999998,0.35200000000000004,0.013000000000000001,1.0,29.84,0.157,0.20600000000000002,-0.1182,1.09,0.0075,1.6,0.11800000000000001,,0.20379999999999998,4.66,17000,1.6,0.11900000000000001,0.629,50.28,1,0.58,0.366,0.48200000000000004,0.98,128.13,1,0.58,2019-01-23,0.18600000000000003,11260000.0,133.65,1.7,0.005600000000000001,-0.021,-0.0143,11064790.0,0.0431,0.0281,0.0346,0,1,1
VAR,30.58,3.88,0.002,91610000.0,0.0633,10870000000.0,22.84,5.19,-0.1119,90810000.0,-0.057,357700000.0,3.92,1.07,0.987,0.031400000000000004,0.065,2920000000.0,3.72,0.6,0.024399999999999998,3.49,0.0264,17.37,6.83,0.1072,0.046,119.31,0.0659,5.94,19.97,0.078,0.10099999999999999,0.0471,,26.69,-0.006,0.21899999999999997,-0.08929999999999999,0.74,,1.3,-0.002,0.436,0.1699,3.74,7174,1.6,0.111,0.151,55.64,1,0.0,0.392,0.051,2.34,109.8,1,0.0,2019-01-23,0.0,818360.0,118.65,2.6,0.031400000000000004,0.021,0.023399999999999997,1917198.0,0.0806,0.0311,0.030299999999999997,0,1,0
VFC,20.33,3.52,0.001,411840000.0,0.0172,29500000000.0,17.2,4.16,-0.2214,394270000.0,-0.1373,1410000000.0,1.51,1.1,0.88,0.0159,-0.2364,13100000000.0,2.25,-0.7829999999999999,0.0131,2.38,-0.11869999999999999,10.56,6.78,0.12269999999999999,0.08,98.14,-0.0291,0.86,83.62,0.13449999999999998,0.217,0.0040999999999999995,2.04,54.94,-0.251,0.037000000000000005,-0.2615,1.02,0.0285,0.9,-0.23199999999999998,0.508,0.0663,2.35,69000,1.5,0.114,0.134,41.53,1,0.89,0.337,0.063,0.75,69.25,1,0.51,2019-01-18,0.877,2630000.0,71.63,2.0,-0.022400000000000003,-0.0864,-0.141,1967137.0,0.0344,0.0258,0.0327,1,0,0
VIAB,7.03,3.83,0.001,412870000.0,0.039,11110000000.0,6.04,4.45,0.0,362400000.0,-0.1452,1540000000.0,1.31,1.02,0.9390000000000001,0.0478,-0.19269999999999998,12940000000.0,0.86,-0.18,-0.0015,3.92,-0.08529999999999999,18.38,1.46,0.04190000000000001,0.07400000000000001,35.42,-0.1018,3.77,7.13,0.0537,0.248,0.0467,0.8,8.4,-0.047,0.122,-0.2433,1.36,0.0297,1.3,-0.013000000000000001,0.469,0.154,1.1,10400,1.5,0.05,0.2,41.35,1,1.36,-0.415,0.133,0.96,26.39,1,1.28,2019-11-16,0.187,4420000.0,26.9,2.7,-0.0275,-0.1056,-0.10490000000000001,4255635.0,0.019299999999999998,0.0369,0.0404,1,0,0
VLO,12.41,6.2,0.003,440930000.0,0.0319,33960000000.0,8.46,9.1,0.018500000000000003,423350000.0,-0.0528,2680000000.0,0.32,0.91,0.821,0.0189,-0.3582,114700000000.0,0.3,0.005,-0.006,1.75,-0.2838,51.55,1.49,0.48310000000000003,0.09,117.0,-0.1745,8.05,9.56,0.38420000000000004,0.207,0.027200000000000002,3.2,24.12,-0.024,0.087,-0.3935,1.0,0.0416,1.0,-0.07400000000000001,0.087,0.1192,2.88,10015,1.6,0.309,0.036000000000000004,51.34,1,0.41,0.051,0.04,0.95,74.2,1,0.41,2019-01-31,0.295,4580000.0,77.01,2.2,0.0454,-0.0452,-0.2581,4363902.0,0.0379,0.036000000000000004,0.0395,1,0,0
VMC,32.05,3.17,0.0023,135400000.0,0.0339,13750000000.0,20.5,4.95,0.0064,131729999.99999999,-0.042699999999999995,424500000.0,1.24,0.92,0.991,0.0461,-0.1003,4269999999.9999995,3.22,-0.294,-0.0073,3.77,-0.21559999999999999,38.87,2.61,0.25420000000000004,0.046,125.93,-0.2439,0.28,361.77,0.2585,0.08900000000000001,0.0276,1.12,341.12,0.488,0.07400000000000001,-0.2809,0.97,0.011000000000000001,1.1,0.087,0.25,0.2304,3.72,7900,1.7,0.133,0.15,54.83,1,0.58,0.644,0.10400000000000001,0.71,96.59,1,0.54,2019-01-29,0.33399999999999996,1610000.0,101.53,1.8,0.0345,0.0127,-0.10529999999999999,1146261.0,0.051100000000000007,0.0305,0.039900000000000005,1,0,0
VNO,33.95,1.8,0.018000000000000002,197020000.0,-0.0103,12060000000.0,44.29,1.38,-0.0064,172020000.0,-0.15259999999999999,344800000.0,1.96,0.36,0.868,0.016399999999999998,-0.14279999999999998,2160000000.0,5.59,-0.502,0.0028000000000000004,2.71,-0.18469999999999998,18.33,3.34,0.0199,0.016,76.54,-0.2061,3.92,15.61,0.17329999999999998,0.077,-0.0132,2.52,180.8,-0.09,0.044000000000000004,-0.21109999999999998,0.96,0.0412,,-0.047,0.5670000000000001,0.0291,1.69,3989,,0.025,0.27,35.0,1,2.81,8.995,0.124,0.59,60.2,1,2.81,2019-01-28,1.7990000000000002,1040000.0,61.21,2.4,-0.0659,-0.0971,-0.12960000000000002,616542.0,0.0168,0.0239,0.0279,0,1,0
VRSK,32.64,3.37,0.009000000000000001,169370000.0,0.0074,18630000000.0,24.53,4.48,-0.3517,155060000.0,-0.11800000000000001,568000000.0,2.92,1.07,0.961,0.023,-0.0908,2350000000.0,7.92,0.047,0.0074,3.68,0.0066,12.99,8.47,0.08,0.109,126.38,0.151,0.9,122.87,0.1119,0.316,0.0086,,27.07,0.084,0.11699999999999999,-0.12710000000000002,0.76,,0.5,0.08800000000000001,0.629,0.2139,3.19,7079,0.5,0.09,0.35200000000000004,46.68,1,1.21,0.373,0.27899999999999997,0.83,105.33,1,0.96,2019-01-29,0.0,970800.0,109.98,2.4,-0.011399999999999999,-0.0548,-0.0245,803164.0,0.0441,0.025699999999999997,0.03,0,1,0
VRSN,36.72,4.06,0.01,123400000.0,0.0060999999999999995,18380000000.0,28.65,5.2,-0.0049,119650000.0,-0.0647,500000000.0,4.59,1.21,0.9620000000000001,0.0181,-0.0558,1200000000.0,15.28,0.098,-0.0147,2.2,0.056600000000000004,-11.51,,0.11710000000000001,0.209,161.67,0.3433,9.55,15.59,0.08,-0.381,0.0046,,28.33,0.145,0.509,-0.1572,0.94,,1.4,0.059000000000000004,0.841,0.41340000000000005,4.92,952,1.4,0.046,0.618,47.11,1,,0.21600000000000003,0.418,0.8,142.59,1,,2019-01-24,0.0,986450.0,148.97,2.3,-0.0075,-0.0085,0.0431,785828.0,0.0447,0.027200000000000002,0.034,0,1,0
VRTX,69.16,2.5,0.002,263279999.99999997,0.0636,45470000000.0,41.67,4.14,-0.18739999999999998,254410000.0,-0.0647,646800000.0,1.22,1.06,0.972,0.015,-0.1015,2830000000.0,16.07,3.27,-0.0161,2.54,0.0189,11.4,15.15,0.0797,0.184,198.64,0.1361,11.61,14.88,0.5686,0.302,0.042199999999999994,,38.56,0.47600000000000003,0.08800000000000001,-0.114,1.53,,3.6,0.10300000000000001,0.8690000000000001,0.19870000000000002,6.61,2300,3.7,0.35700000000000004,0.225,55.82,1,0.2,2.205,0.267,1.22,163.73,1,0.2,2019-01-23,0.0,1500000.0,172.7,1.8,0.0364,0.0178,0.024900000000000002,1828694.0,0.0548,0.0337,0.04,0,1,0
VTR,46.19,1.25,0.004,373580000.0,-0.0269,21520000000.0,39.51,1.46,-0.0353,355130000.0,-0.0942,447700000.0,6.69,0.35,0.9,0.0197,0.0897,3720000000.0,5.79,0.053,0.0223,2.83,-0.0204,29.74,1.94,0.0864,0.032,58.85,-0.04190000000000001,0.23,249.92,0.069,0.068,-0.0169,3.17,52.97,0.09699999999999999,0.048,-0.1233,0.19,0.055,,0.077,0.56,0.2375,1.64,493,,0.040999999999999995,0.254,39.52,1,0.99,-0.345,0.19899999999999998,0.95,57.88,1,0.99,2019-01-25,1.514,2480000.0,57.6,3.2,-0.0604,-0.0455,0.0269,2361865.0,-0.0048,0.0259,0.0282,1,0,0
